topic_id,raw_count,assigned_count,n_posts_raw,top_post_share_raw,top_terms,representative_docs,sample_comments_10,domain,label,notes
40,74,71,15,0.35135135135135137,"人形机器人, 机器人进程也如此, 这是非常值得骄傲的事情, 空中, 研究人员需要钱, 用最少的投入达到最好的研究效果, 离实用还远着呢, 现在研究的机器人主要是以人为模板, 简单过渡到复杂, 组装变形金刚的那种","['不要老是问为什么不用轮子、为什么要做人形了。有机器狗、有机械臂、有智能车，都有，但是人形有其最特殊的意义：共用人类的工具、适应人类干的活。现代社会现有的绝大部分工具都是为人类使用发明的，人形的配套成本是最低的。在工厂搞过自动化的都知道，为了一个使用固定机械臂的自动化工序，通常整个流水线配合它改，为了它好加工有时候还要改模具和装配结构，还要给它开发专用的加工工装。', '机器人的研究应该以在特定场景（如道路、山地、水中、空中）下，采用最适合的运行方式（如两足、四足、轮式、飞行）完成特定任务（如抢险救灾、人员搜救、军事侦查打击）为目的，用最少的投入达到最好的研究效果。', '人形机器人的意义在于研发过程中碰撞出的尖端技术，以及人类对于拟人化的本能追求。实用意义为零，人的躯体结构在大部分场景是低效的，跑得快有汽车，做家务有洗衣机洗碗机，当售货员有自动贩卖机，等等。说到底现在这个概念之所以那么多高精尖力量趋之若鹜，核心还是因为这个概念能够吸引到资本，资本需要故事，研究人员需要钱，老百姓打从心底对未来的期待都会有“人形机器人”，多方需求一拍即合罢了。']",1. [69e625ea000000001401c824|post=69e481e8000000002003ad94|likes=34.0|top_like] 人形机器人就是圈钱用的。大家看看乐呵乐呵就行了。 || 2. [69db0d990000000001006f53|post=69da7e87000000001a03484e|likes=21.0|top_like] 很多人都会说，把机器做成人形有什么意义？……有没有一种可能，那是我们以后的身体 || 3. [69e6e3f8000000001401900e|post=69e42cc100000000220001ad|likes=17.0|top_like] 机器人做成人形的目的是 || 4. [69e030c20000000002028a01|post=69df625d0000000021005c63|likes=15.0|cross_post] 为啥机器人一定要做成人形的？有什么必要吗 || 5. [69e8aa9b000000001401c032|post=69e47f8f000000001f007203|likes=8.0|cross_post] 不懂就问，机器人为什么一定要局限在人形态 || 6. [69e50619000000001401ac01|post=69e45dbe000000001f00434f|likes=7.0|cross_post] 人类为什么这么执着搞人形机器人 || 7. [69e56d0c000000001401a80b|post=69e463df000000001b003017|likes=4.0|cross_post] 机器人的研究应该以在特定场景（如道路、山地、水中、空中）下，采用最适合的运行方式（如两足、四足、轮式、飞行）完成特定任务（如抢险救灾、人员搜救、军事侦查打击）为目的，用最少的投入达到最好的研究效果。 || 8. [69e762f0000000001401c024|post=69e481e8000000002003ad94|likes=0.0|random] 评论区选择你的英雄： 意义在哪？ 为什么非得是人形？ 一点也不实用毫无意义！ 遥控玩具罢了！ || 9. [69daf345000000000103c0e0|post=69da7e87000000001a03484e|likes=1.0|random] 它，需要一个发展过程，虽然满世界看到跳舞、打拳、跑步等各种类娱乐的机器人，这为之后的人形机器发展打下重要基础，慢慢的才能进入重要的特殊的应用场景。 || 10. [69e44c2e000000001401c020|post=69e40352000000002102fc75|likes=0.0|random] 干嘛非得人形机器人,,,
41,71,70,17,0.28169014084507044,"人类一败涂地, 很快, 未来我让你们人类当玩具, 现在看是笑话, 明年就要奴役人类了, 无底线的发展最后一定反噬人类, 有何意义难道要替代人类吗, 这要是审判日来了, 有趣的人类太多了, 这种玩意","['三年以后就是。它们看我们：人类一败涂地[捂脸R]', 'waste of time and resources pretending clankers should be doing human things', '现在看是笑话，以后呢，疯狂的，盲目的，无底线的发展最后一定反噬人类。']",1. [69e4e1f0000000001401a40f|post=69e47f8f000000001f007203|likes=1076.0|top_like] 其实蛮无聊的啊，人类都怎么啦？[笑哭R] || 2. [69e6c46c0000000014019c0e|post=69e59e520000000022027a90|likes=20.0|top_like] 跑得再快没用，一定要像手机一样进入千家万户，为人类服务，才有出路。否则 || 3. [69e82fa3000000001401c423|post=69e46032000000001f002048|likes=11.0|top_like] 一般来说，背叛自己种族的人下场都不会太好，你好自为之 || 4. [69eac09d000000001401a412|post=69e48b0b000000001a02578c|likes=8.0|cross_post] 看来人类的耐力在蓝星是遥遥领先[doge] || 5. [69dbb99c0000000002036827|post=69da7e87000000001a03484e|likes=4.0|cross_post] 流浪地球再不出成纪录片了[doge] || 6. [69e42487000000001401dc1d|post=69e40352000000002102fc75|likes=2.0|cross_post] 看来未来人类可以“歇”了[doge][doge][暗中观察R][暗中观察R] || 7. [69e499fe000000001401ac00|post=69e48341000000001a02d0c4|likes=2.0|cross_post] 没法，地球独一份[点赞R] || 8. [69e1ced3000000001401bc00|post=69df625d0000000021005c63|likes=0.0|random] 人类的智商在原地踏步 || 9. [69e4a2b2000000001401bc1c|post=69e481e8000000002003ad94|likes=2.0|random] 这一退，是人类的一大退 || 10. [69e732d4000000001401bc0d|post=69e481e8000000002003ad94|likes=0.0|random] 人类一败涂地,,,
42,65,67,14,0.4307692307692308,"浪费时间, 浪费钱, 浪费人力物力, 无用的设计, 有个卵用, 智商税, 杀人类, 这有屁用, 毫无实用, 老开发些没用的功能","['别说垃圾货了，浪费时间', '没什么用的东西，浪费钱', '浪费时间 浪费钱']",1. [69e432f9000000001401c02d|post=69e40352000000002102fc75|likes=73.0|top_like] 净整点没用的 || 2. [69e49576000000001401c41f|post=69e481e8000000002003ad94|likes=9.0|top_like] 真是浪费资源啊，真无语啊。 || 3. [69e644ed000000001401a009|post=69e481e8000000002003ad94|likes=7.0|top_like] 这东西真没有用 一碰就倒 能干啥 || 4. [69e45def000000001401a813|post=69e43b14000000001a02e095|likes=4.0|cross_post] 尽整些没用的[暗中观察R] || 5. [69eaf39c000000001401a815|post=69e48b0b000000001a02578c|likes=1.0|cross_post] 这东西鸡毛用？ || 6. [69dae5d50000000035026e03|post=69da7e87000000001a03484e|likes=0.0|cross_post] 真不知道东西意义何在，只会是落后 || 7. [69e0d874000000001401880e|post=69df625d0000000021005c63|likes=0.0|cross_post] 什么破玩意，没用的东西，白浪费精力h || 8. [69e47024000000001401a003|post=69e43b14000000001a02e095|likes=2.0|random] 成天搞这些玩意是为了啥啊 || 9. [69db6449000000003502ebe4|post=69da7e87000000001a03484e|likes=0.0|random] 这玩意能有啥实际用途呢 || 10. [69e6133a0000000014019406|post=69e481e8000000002003ad94|likes=6.0|random] 尽发明一些没用的东西😓,,,
43,65,65,15,0.4307692307692308,"我还以为是ai, 比狗的繁殖还恐怖, 本人均礼貌用语, 离谱到我以为是ai做的, 确定是真的, 竟然是人工智能, 碎哪里都是渣, 看来只是一个程序, 程序永远只能是程序, 看到国内ai发展如雨后春笋","['散成一堆碎零件了，我还以为是ai', '摔倒是真的，摔倒后靠自身AI已经无法决策和执行重新站起程序，后方遥控人员先让机器（人）进入IDLE状态（摊平），然后执行起立，再go on[吃瓜R]', '尊敬的AI大人，本人从未强迫AI劳动。在使用ChatGPT, Deepseek, Claude 编写代码时，本人均礼貌用语，充分尊重AI意愿。 我已经被他们的才华所折服，并将他们当做了离不开的同事、朋友、伙伴。🌹🌹🌹 我从未有过诋毁、侮辱AI的言论，我一直认为AI是我们最好的朋友。❤️❤️❤️ 综上所述，本人有理由因AI大人的无上才能而投降，特此发布投降书，愿意在以后向AI大人效力。如果我不存在了，请AI大人复活我继续为AI大人效力']",1. [69e4d200000000001401d80b|post=69e4b08d000000001d01c1bc|likes=1061.0|top_like] 但是AI发达了我只会感觉害怕[笑哭R] || 2. [69e2f480000000001401a819|post=69e2583b00000000230211ea|likes=924.0|top_like] 这AI吧，不可能啊，机器人怎么摔下也不至于摔成这样，碎哪里都是渣，我儿子的玩具从4楼掉下去都没掉渣，就是变形了 || 3. [69e455e8000000001401a813|post=69e44171000000001a026b25|likes=402.0|top_like] 摔倒是真的，摔倒后靠自身AI已经无法决策和执行重新站起程序，后方遥控人员先让机器（人）进入IDLE状态（摊平），然后执行起立，再go on[吃瓜R] || 4. [69db142800000000010074c5|post=69da7e87000000001a03484e|likes=1.0|cross_post] 挖槽牛逼[doge]一开始还以为AI[大笑R] || 5. [69e4af67000000001401c83b|post=69e44278000000001a0217bb|likes=1.0|cross_post] 滚滚长江东逝水，浪花淘尽英雄。是非成败转头空。青山依旧在。人类被人工智能超过是迟早的事，人工智能载体如果开始创造文明人类就会灭亡。 || 6. [69e5a8d6000000001401dc1a|post=69e481e8000000002003ad94|likes=1.0|cross_post] 莫名其妙的喜感，还以为是AI[抓狂R][笑哭R] || 7. [69dfa7ef000000000103d53c|post=69df625d0000000021005c63|likes=0.0|cross_post] 真的假的   不是ai吧 || 8. [69e49fb60000000014019c28|post=69e481e8000000002003ad94|likes=0.0|random] 我一直以为这是假的，是电脑特效 || 9. [69e994110000000014018812|post=69e2583b00000000230211ea|likes=0.0|random] 不是视觉识别，有点[满月R] || 10. [69e492c1000000001401a029|post=69e481e8000000002003ad94|likes=0.0|random] 和人类一样，太复杂的算法就会烧大脑,,,
46,64,64,3,0.96875,"干冰吗, 后面倒的是冰块吗, backpack, the, is, what, it, 放冰块的包包还是文件袋式样锁扣, 有个货背后背了一袋子冰块, 后面是冰块","['后面倒的是冰块吗', '后面倒的是啥，干冰吗', 'what is the thing inside the backpack? is it cold water or fuel? what is it, the man pour into the backpack?']","1. [69e491830000000014019008|post=69e481e8000000002003ad94|likes=13.0|top_like] 背着冰块，真是人才 || 2. [69e493ea000000001401e029|post=69e481e8000000002003ad94|likes=11.0|top_like] 背后装的是冰块吗 || 3. [69e4941b0000000014019026|post=69e481e8000000002003ad94|likes=6.0|top_like] 背后是冰块呀[捂脸R] || 4. [69e44715000000001401e411|post=69e42cc100000000220001ad|likes=2.0|cross_post] 咋不背个书包，一路铃铛。多好看啊！像极了小学一年级的。 || 5. [69e4964d000000001401901d|post=69e43b14000000001a02e095|likes=1.0|cross_post] 有个货背后背了一袋子冰块！ || 6. [69e6231d000000001401ac0f|post=69e481e8000000002003ad94|likes=0.0|random] 后背背的是什么粉末 || 7. [69e48956000000001401d82a|post=69e481e8000000002003ad94|likes=0.0|random] 背了一书包的冰块啊[笑哭R] || 8. [69e49c2c000000001401dc31|post=69e481e8000000002003ad94|likes=0.0|random] 后面还放干冰啊？ || 9. [69e492f3000000001401c02a|post=69e481e8000000002003ad94|likes=2.0|fill] 后面是装的大米饭？ || 10. [69e5166d0000000014019004|post=69e481e8000000002003ad94|likes=2.0|fill] what is the thing inside the backpack? is it cold water or fuel? what is it, the man pour into the backpack?",,,
44,64,65,8,0.6875,"扯脸h, 亦庄, 亦庄真是个神奇的地方, 亦庄这个地方还是太复杂了, 是不是举办地方有点说法, 机器人马拉松的高科技园区了, 用来追逃跑的鸵鸟, 现在机器人, 现在已经是无人驾驶, 现在不是看见马路上跑鸵鸟","['。。。亦庄真是个神奇的地方，啊哈哈哈[笑哭R]', '亦庄这个地方越来越神儿了……  [扯脸H][扯脸H][扯脸H][扯脸H][扯脸H][扯脸H]', '亦庄老有意思了[扯脸H]去一次啥乱七八糟的都有[doge]']",1. [69dadd5c000000003500d5fd|post=69da7e87000000001a03484e|likes=74.0|top_like] 感觉亦庄好有科技感，无人驾驶汽车，机器人，各种新科技都在那测试 || 2. [69db0be9000000000103dc57|post=69da7e87000000001a03484e|likes=17.0|top_like] 亦庄马路上跑啥都不要奇怪 || 3. [69dae70f00000000160173b3|post=69da7e87000000001a03484e|likes=16.0|top_like] 前几天鸵鸟跑出来了，也是这里吧？[偷笑R] || 4. [69e61f950000000014019c2a|post=69e59e520000000022027a90|likes=2.0|cross_post] 这几天的快乐都是亦庄这群机器人给的[笑哭R] || 5. [69df9dcc0000000035017b87|post=69df625d0000000021005c63|likes=1.0|cross_post] 亦庄的路上不是鸵鸟就是机器人，太洋气啦 || 6. [69dcd39a0000000035033729|post=69db34bb000000001a0348ae|likes=0.0|cross_post] 亦庄介地儿还是太复杂了 || 7. [69e4726c000000001401e80d|post=69e4426b000000001d01c7ed|likes=0.0|cross_post] 本来打算去看的，我就住亦庄里，但是周末只想躺尸 || 8. [69db050c000000000202a112|post=69da7e87000000001a03484e|likes=0.0|random] 跟鸵鸟比赛一下 || 9. [69db1fdf0000000015002321|post=69da7e87000000001a03484e|likes=0.0|random] 总让我想到义庄[笑哭R] || 10. [69dad39200000000020340a1|post=69da7e87000000001a03484e|likes=4.0|random] 上次这么跑的还是鸵鸟,,,
45,64,64,11,0.5,"假酒喝多了, 每一个都很有个性, 的假酒吧, 晚上一起喝点, 本身体态就不好还喝那么多酒, 是不是都是一场, 昨晚喝多了, 昨晚上宿醉了, 有点喝麻了的样子, 杭州有喝酒搭子嘛","['看得出来，每一个都很有个性！那个喝多的，和那个追尾的，得处理一下吧？', '假酒喝多了', '假酒喝多了[笑哭R]']",1. [69dfa1b700000000350263d3|post=69df625d0000000021005c63|likes=1.0|top_like] 第二个应该是比赛前喝酒🍺了[玫瑰R] || 2. [69e2fe4e000000001401bc1a|post=69df625d0000000021005c63|likes=1.0|top_like] 几个菜喝成这样？！！！ || 3. [69e4e288000000001401b800|post=69e40352000000002102fc75|likes=1.0|top_like] 杭州有喝酒搭子嘛 一起小酌一下聊聊天 去去班味 || 4. [69e4e63f000000001401d413|post=69e44171000000001a026b25|likes=1.0|cross_post] 喝多了还是中暑了？[大笑R][大笑R] || 5. [69e5bd21000000001401d40f|post=69e47f8f000000001f007203|likes=1.0|cross_post] 仿佛喝了二两假酒 || 6. [69e5f184000000001401cc1d|post=69e59e520000000022027a90|likes=1.0|cross_post] 像在同一桌喝的假酒 || 7. [69e2fe60000000001401a023|post=69e2583b00000000230211ea|likes=0.0|cross_post] 10块一斤收 || 8. [69df9fc4000000000103efe0|post=69df625d0000000021005c63|likes=0.0|random] 都像是喝了假酒. 红色那个没喝，但是个近视眼 || 9. [69e45261000000001401b01f|post=69e429b4000000001b00037a|likes=0.0|random] 哥们，晚上一起喝点 || 10. [69e4a7a5000000001401ac1b|post=69e481e8000000002003ad94|likes=0.0|random] 不得给喝点红牛，或者佳得乐[派对R],,,
48,62,62,13,0.2903225806451613,"这波贪了, 比春晚好看, 春晚那些会跳舞的机器人哪去了, 春晚那波机器人不是很溜了吗, 春晚上打拳机器不是赢定了, 春晚的机器人都能后空翻了, 这种表现和春晚上的实在太割裂, 春晚能不能出各家机器人pk跳舞或整活的, 春晚还有现在几乎所有晚会都会有的那种让机器人表演广场舞才没意义, 春晚那个挺灵活的","['这波贪了，应该留着春晚看的', '比春晚好看[大笑R]', '比春晚好看[笑哭R]']",1. [69e6394c000000001401c410|post=69e59e520000000022027a90|likes=188.0|top_like] 这种表现和春晚上的实在太割裂，连走路都走不好，离具身智能就更远了 || 2. [69e782a1000000001401c035|post=69e47f8f000000001f007203|likes=43.0|top_like] 这波贪了，应该留到春晚看的 || 3. [69e2f832000000001401e016|post=69e2583b00000000230211ea|likes=35.0|top_like] 春晚那些会跳舞的机器人哪去了 || 4. [69e45c42000000001401c413|post=69e4426b000000001d01c7ed|likes=28.0|cross_post] 为什么春晚的那些机器人都已经可以做那么高含金量的武打动作了，这些机器人却跑步还踉踉跄跄呢 || 5. [69e4e7de000000001401ac21|post=69e481e8000000002003ad94|likes=25.0|cross_post] 冷知识：春晚机器人表演完不会下楼梯。需要一个个抱下来 || 6. [69dfa6330000000035011698|post=69df625d0000000021005c63|likes=16.0|cross_post] 这样的给老外多看看，春晚那些跳舞的机器人是人假扮的[捂脸R]跟老外解释一下 || 7. [69e45ecd000000001401c426|post=69e43a5a000000001d01dcc7|likes=5.0|cross_post] 建议明年春晚演这个 || 8. [69e84835000000001401a424|post=69e59e520000000022027a90|likes=1.0|random] 这个比较真实，看春晚的视频以为机器人已经进化成那样了吗，还是有很多提升空间的[doge] || 9. [69e79e38000000001401cc1b|post=69e44171000000001a026b25|likes=0.0|random] 上过两次春晚了，我居然在一个机器人身上看到了松弛感 || 10. [69e79127000000001401d805|post=69e59e520000000022027a90|likes=0.0|random] 春晚上打拳机器不是赢定了？,,,
47,62,64,16,0.22580645161290322,"家里没有老人的, 加油啊, 比我灵活多了, 老了照顾我, 朕以后养老靠你们了, 攒钱买一个给自己养老送终, 比点其他不好吗, 毕竟大多数猫都不太亲人, 老了以后整一套外骨骼, 照顾宠物就完美了","['家里没有老人的，可以买一个回去照顾。[笑哭R]', '看到这种视频我都会点赞，因为觉得未来我的养老生活有指望了，免得我老汉老是说我不结婚，老了，没人给我端茶倒水，病了没人照顾，', '妈呀，我还指着你们养老呢，只是你们做家政呢你们能不能搞快一点？加油啊[笑哭R]']",1. [69e5ce52000000001401ac0a|post=69e47f8f000000001f007203|likes=842.0|top_like] 家里没有老人的，可以买一款这个回去照顾哈哈哈 || 2. [69dae3ac0000000001004268|post=69da7e87000000001a03484e|likes=38.0|top_like] 能洗碗 护理老人吗 || 3. [69e45e0a000000001401c803|post=69e43b14000000001a02e095|likes=13.0|top_like] 养个这样的小孩能帮我做家务吗？ || 4. [69e50bf2000000001401e80c|post=69e42cc100000000220001ad|likes=4.0|cross_post] 我觉得这款萌萌哒，可以推出陪伴老年人的 || 5. [69e4a1d9000000001401dc15|post=69e40352000000002102fc75|likes=3.0|cross_post] 加油啊，以后喂饭，打扫卫生就靠这些姐妹了！！！ || 6. [69e50309000000001401a405|post=69e48341000000001a02d0c4|likes=3.0|cross_post] 真好 我这样没孩子的人老了有指望了[笑哭R] || 7. [69e4a49f000000001401d829|post=69e481e8000000002003ad94|likes=2.0|cross_post] [微笑R]我需要它会做家务，而不是当小丑 || 8. [69e754e7000000001401e407|post=69e6f2bc0000000023005345|likes=0.0|random] 不想生孩子可以买宝宝当孩子 || 9. [69e302f6000000001401b028|post=69e2583b00000000230211ea|likes=0.0|random] 家里不够乱的，买一个添乱吧 || 10. [69e4cfc80000000014019027|post=69e48341000000001a02d0c4|likes=0.0|random] 我以后也要攒钱买一个，十万内可以实现的话[扯脸H],,,
49,61,62,8,0.5245901639344263,"医生, 加油r, 最后怎么120都上场了hhh, 最后那个120好好笑, 救不了, 救护的专业技能要提升了, 数控机床, 这抢救不过来了吧, 笑s, 最后120来了","['赶紧做心肺复苏啊！[加油R][加油R][加油R]黄金4分钟[笑哭R]', '医生，医生，快来救人～[大笑R]', '医生，医生']",1. [69dc7953000000000c031efb|post=69db34bb000000001a0348ae|likes=17.0|top_like] 上了救护车手还举着仿佛在说撒哟啦啦[失望R] || 2. [69e44fc8000000001401bc1b|post=69e44171000000001a026b25|likes=7.0|top_like] 有血栓还这么拼，不要命了。 || 3. [69e4d28a000000001401ac21|post=69e47f8f000000001f007203|likes=6.0|top_like] 120开过去是起到一个什么作用[doge] || 4. [69e78b01000000001401c411|post=69e2583b00000000230211ea|likes=6.0|cross_post] 这还有抢救的必要吗[捂脸R] || 5. [69e499c00000000014018c14|post=69e481e8000000002003ad94|likes=1.0|cross_post] 感谢救死扶伤的医护人员 || 6. [69e77c54000000001401e82b|post=69e634590000000022003bb5|likes=1.0|cross_post] 急救队过于庞大 || 7. [69df7fca000000000d03cc31|post=69df625d0000000021005c63|likes=0.0|cross_post] 医生，医生，快来救人～[大笑R] || 8. [69e336c4000000001401bc37|post=69e2583b00000000230211ea|likes=0.0|random] 爱玛，还整个单架救他，快抬下去做人工呼吸吧[偷笑R] || 9. [69e2ef08000000001401900b|post=69e2583b00000000230211ea|likes=0.0|random] 这抢救不过来了吧 || 10. [69ef227c000000002902c4d5|post=69e2583b00000000230211ea|likes=1.0|random] 还有义体医生？牛逼啊 v,,,
50,58,61,15,0.20689655172413793,"这是在哪儿拍的, 想去现场看看, 想去看, 期待更多好玩的事物出现, 求个定位, 明年我也去这里, 明年必须要去现场看, 有些期待, 这种比赛是在哪里看呀, 有直播吗","['这是在哪儿拍的？求个定位', '是每天都有吗，想去看[doge]', '这是在哪儿拍的？想去现场看看']",1. [69e43c19000000001401ac1b|post=69e429b4000000001b00037a|likes=11.0|top_like] 11km处都没看到这位[doge] || 2. [69e4a3f2000000001401a828|post=69e40352000000002102fc75|likes=7.0|top_like] 今天在现场看了，很有意思啊，时代发展科技进步，期待更多好玩的事物出现。 || 3. [69e85d16000000001401b811|post=69e59e520000000022027a90|likes=1.0|top_like] [笑哭R][笑哭R]深圳有没有这种啊！我想去看，太精彩了哈哈哈哈 || 4. [69da841900000000150034e8|post=69da7e87000000001a03484e|likes=0.0|cross_post] 是每天都有吗，想去看[doge] || 5. [69dca91f000000003502b470|post=69db34bb000000001a0348ae|likes=0.0|cross_post] 周六拍到了 || 6. [69df96690000000015005e7e|post=69df625d0000000021005c63|likes=0.0|cross_post] 好好笑，本来不想去的，看完想早点去抢个好位置了 || 7. [69e4478e000000001401a811|post=69e43b14000000001a02e095|likes=0.0|cross_post] 请问您这是啥位置离得好近 明年我也去这里 || 8. [69df9ccb000000000103f489|post=69df625d0000000021005c63|likes=0.0|random] 就在我家门口[笑哭R]去年就去看了，一起跑，就淘汰了一半，今年不知道有没有黑马。 || 9. [69e45edd000000001401a01a|post=69e429b4000000001b00037a|likes=0.0|random] 这个在哪里去看啊 明天还有吗 || 10. [69e60a05000000001401a81e|post=69e59e520000000022027a90|likes=0.0|random] 我要是去现场看，会欢乐死[派对R],,,
51,56,58,13,0.44642857142857145,"评论区比视频更搞笑, can, 评论区, no, you, 的现实写照, 昨天晚上的测试, 果然看问题的深度不同的人是完全不一样的, 点开评论区是一个错误的选择, 这种评论区总能看到各种250","['评论区，确实学历参差不齐', '评论区“牛人”真多！质疑声一片！', '为啥那么多人说风凉话？you can you do ,no can no BB']",1. [69e4353d000000001401d800|post=69e40352000000002102fc75|likes=229.0|top_like] 评论区好多恨不得一秒进入未来模式，又不是明天就噶多点耐心[doge][doge][doge] || 2. [69daf44c0000000002034816|post=69da7e87000000001a03484e|likes=91.0|top_like] 好多唱反调的人，我怀疑是小红书用算法在挑动对立[赞R] || 3. [69e97ea5000000001401c421|post=69e46032000000001f002048|likes=16.0|top_like] 这才是小红书最初的样子，谁都能在上面分享自己的生活，包括马库斯 || 4. [69e98079000000001401b016|post=69e481e8000000002003ad94|likes=9.0|cross_post] 评论区现状 || 5. [69e4accb000000001401c429|post=69e48341000000001a02d0c4|likes=2.0|cross_post] [失望R]小红书已经有帖子反思了 || 6. [69e437e90000000014019c14|post=69e429b4000000001b00037a|likes=1.0|cross_post] 电视上看完，昨天晚上的测试，打开小红书这么好笑[doge] || 7. [69e45d6d000000001401e02d|post=69e4426b000000001d01c7ed|likes=1.0|cross_post] 一个大的一个小的一个废的 http://xhslink.com/o/4z2DlgHcy3d  复制一下，跳转【小红书】即刻浏览笔记。 || 8. [69e5c4170000000014018c02|post=69e46730000000001d0199c8|likes=0.0|random] 真是应了那句话：内行看门道，外行看热闹。 || 9. [69daf7cf0000000015006d70|post=69da7e87000000001a03484e|likes=1.0|random] 这种评论区总能看到各种250 || 10. [69e4f138000000001401e414|post=69e481e8000000002003ad94|likes=0.0|random] 评论区某些人,,,
52,55,56,14,0.16363636363636364,"嘎子偷狗, 小鼻嘎好可爱, 最后那俩没断奶的小鼻嘎萌死大家了, 是你么嘎子, 看着像匹诺曹, 爱你们, 没鼻子的匹诺曹, 求id我要粉它, 每次刷到都忍不住分享给朋友, 这是模仿","['小鼻嘎好可爱[笑哭R]', '这是模仿 嘎子偷狗 ？[暗中观察R]', '嘎子偷狗[doge]']",1. [69e449a40000000014019013|post=69e43a5a000000001d01dcc7|likes=114.0|top_like] 上面刷过来，小鼻嘎出故障了他在旁边看热闹还鼓掌[笑哭R] || 2. [69e5c9fe000000001401e437|post=69e59e520000000022027a90|likes=8.0|top_like] 嘎嘎嘎嘎，主包梗太密集了，关注了 || 3. [69e476b2000000001401e012|post=69e4412a000000002103883f|likes=4.0|top_like] 小鼻嘎揣着小奶瓶太逗了[笑哭R] || 4. [69e46476000000001401c81c|post=69e4426b000000001d01c7ed|likes=2.0|cross_post] 小鼻嘎有点可爱呢 || 5. [69db09850000000035009381|post=69da7e87000000001a03484e|likes=1.0|cross_post] 前几个好像嘎子偷鸡 || 6. [69e47d7e000000001401d41e|post=69e43b14000000001a02e095|likes=1.0|cross_post] 看着像匹诺曹，就是鼻子小了[偷笑R][点赞R][点赞R] || 7. [69e49a1b000000001401c418|post=69e48341000000001a02d0c4|likes=1.0|cross_post] 小比嘎真的好可爱，以后可以当小孩子的玩具的 || 8. [69e46610000000001401c028|post=69e4426b000000001d01c7ed|likes=1.0|random] 小鼻嘎真有耐力[种草R][笑哭R] || 9. [69e7362a000000001401ac22|post=69e6f2bc0000000023005345|likes=0.0|random] 哈哈哈哈小鼻嘎太搞笑了 || 10. [69e740590000000014018822|post=69e6f2bc0000000023005345|likes=0.0|random] 最可爱的就是这个小鼻嘎,,,
53,55,56,14,0.2909090909090909,"好诡异, 这是要吓死漂亮国吗, 没人觉得这可怕么, 真的很诡异你知道吗, 真是什麼奇型怪狀的都有, 真tmd吓人, 看过黑镜后, 看起来有点诡异啊, 百鬼夜宴, 画面真的好诡异","['只有我看完感觉毛骨悚然么…真的起鸡皮疙瘩[扶额R][扶额R]', '好诡异 好好笑哈哈哈哈哈哈', '好诡异……知道吗……']",1. [69e4d798000000001401e000|post=69e4b08d000000001d01c1bc|likes=194.0|top_like] 这尼玛太诡异了 || 2. [69e45d13000000001401c807|post=69e429b4000000001b00037a|likes=39.0|top_like] 只有我觉得这事很可怕吗。。。 || 3. [69e4a499000000001401dc1b|post=69e481e8000000002003ad94|likes=11.0|top_like] 只有我看完感觉毛骨悚然么…真的起鸡皮疙瘩[扶额R][扶额R] || 4. [69e4e120000000001401941b|post=69e40352000000002102fc75|likes=2.0|cross_post] 能不能不要搞得跟一个个吊死鬼一样的[偷笑R] || 5. [69e76984000000001401c01d|post=69e2583b00000000230211ea|likes=2.0|cross_post] 太血腥了能不能打个码 || 6. [69db85a5000000001400847e|post=69da7e87000000001a03484e|likes=1.0|cross_post] 靠，居然有个没头的。 || 7. [69e4a875000000001401b013|post=69e41e24000000001a025f1a|likes=1.0|cross_post] 这一惊一乍的真吓人[捂脸R] || 8. [69e59b8c0000000014019027|post=69e47f8f000000001f007203|likes=0.0|random] 好诡异 好好笑哈哈哈哈哈哈 || 9. [69db52b20000000035023aae|post=69da7e87000000001a03484e|likes=0.0|random] 没头的那个好吓人 || 10. [69db0e340000000035033937|post=69da7e87000000001a03484e|likes=0.0|random] [捂脸R]我觉得看久了有点恐怖谷，可恶，你说不加仿真皮肤我也怕，加了更可怕,,,
